"x1","x2","x3","x4","OT","ind"
462,0,-1.02171098932533,4.28679667708218,0.000118327822185166,1
9355,0,1.42253469313077,2.38922111076031,0.000226475986384273,1
6685,0,0.598157828172891,2.40567382326656,0.000796981209690792,1
8520,0,0.558620383714052,3.38125072783219,0.00141547014729312,1
8489,0,1.32751393833322,5.83077479276948,0.00152966566383839,1
9893,0,2.26890922059385,2.81732999497438,0.00216956905111976,1
5348,1,-0.703887822523761,2.15100293537546,0.0022273913864512,0
828,0,1.23472225209409,2.75278838252767,0.00246047214639723,1
9849,0,-0.762392683701191,1.09466854591973,0.00253141327454151,1
1089,0,0.891792520556054,0.851232516804936,0.00304765841849389,1
6757,0,0.13331967959169,4.23714089979699,0.0032587917521596,1
9769,0,1.50726159058633,1.95191747416627,0.00345439603552222,1
9740,0,1.39806159275867,4.58277669769805,0.00404503382742405,1
2838,0,-0.69987005669691,3.60516308604743,0.00409113708883524,1
8871,0,0.922235289565731,4.05517712851788,0.00417705658893226,1
9711,0,1.45204460728227,2.03585819072527,0.00423729442991316,1
9477,0,1.12736032149229,0.508126476238804,0.00426407367922366,1
6925,0,-1.44342492022173,1.81158049872459,0.00436151474201409,1
9981,0,-0.0807805447292887,3.94051594651524,0.00470058619976044,1
9386,0,0.279428187264027,0.812592881328338,0.00533138820901513,1
7809,0,-0.404232331413634,2.55053886027521,0.00556359222779671,1
9100,1,0.652782560231608,10.3554854094134,0.00577383625031634,1
8105,0,-0.229320737718803,6.02423740465409,0.00608281483584033,1
8011,0,-0.333801290002227,8.84099673747055,0.00632484323214258,1
9399,0,-1.44185496503366,4.38239873361138,0.00705315847881138,1
8439,0,1.51529191304434,5.02717340932264,0.00724190163342473,1
9775,0,-1.3006438148836,3.12631181067767,0.00739706633612514,1
6631,0,-0.421991618285662,3.68267868389917,0.00768607409196554,1
7996,1,0.325751725523376,8.63731127524041,0.00771346191565196,1
9243,0,0.82672340411475,3.32461955509171,0.00792705397749705,1
9795,0,-0.908021888211353,2.91171063217065,0.00830486649647355,1
1854,0,0.00796644247639699,11.2687992832397,0.00840612407773733,1
9878,0,-1.64593530093025,1.76862533054788,0.00881528831833666,1
455,0,0.433334567684558,14.6295138960355,0.00894593494012952,1
7732,0,-0.622218089449745,0.509703200166892,0.00895846039766922,1
329,0,-1.74777210321626,2.27957352955541,0.00925072394922142,1
5613,0,-1.40000143333865,6.26668923855095,0.00940133314827942,1
272,0,0.571175271035181,2.74666689677057,0.00957313878461719,1
9345,0,0.393714140990612,0.532215689560639,0.0096200509107842,1
1420,1,1.27879532281785,2.01151152405991,0.00977471470832825,1
8742,0,-0.595581802028684,1.81265664053912,0.00999659377460678,1
6241,1,-1.34414434657087,3.15722811528146,0.0100240113680805,1
8749,0,-1.83108035850467,7.74299984470371,0.0101101840846241,1
1260,0,0.567430077778507,3.46825840571445,0.0101699020064181,1
9443,0,-0.193259013071129,3.04745516423,0.0102429129183292,1
661,0,0.713301066172162,4.22909704071529,0.0104823322035372,1
7650,0,-1.12161218212095,1.20657317604068,0.0105178941952573,1
9485,0,-0.850327479286978,4.01424497412256,0.0111731614451855,1
6556,0,-0.755024126770669,2.13661096372394,0.0112586579163085,1
5631,0,-0.134897269518558,1.31231843938172,0.0113974129781127,1
7477,0,1.37997558263667,1.17509023335146,0.0114226465423902,1
8132,0,0.314112188546694,4.0219349390728,0.0115097118541598,1
7027,0,-1.9893881004633,6.20518934162904,0.0117076069538023,1
4892,1,-1.77159592588555,1.81823522820626,0.0118006486445665,1
9245,0,-0.355600170510205,2.12208599217889,0.0118634373777443,1
7499,0,0.411955537373493,2.15735140775928,0.0119700639819105,1
8882,1,-0.298297637648552,3.30055117769151,0.0120628754504853,1
7548,0,0.312620943846238,8.52969629165525,0.0123808598921945,1
9114,0,0.492879180472779,8.44221582577232,0.0125143203573922,1
6190,0,-1.20256012347971,2.40827190727838,0.012792160268873,1
2560,0,-0.860702497951091,4.06912106630351,0.0128838514937913,1
1654,0,-0.856958231509581,2.71290651177567,0.0129258534664457,1
6606,0,0.289483948970972,7.30718757911166,0.0133991107577458,1
7731,0,-1.05485779700872,5.57853002787746,0.0134403813475122,1
5571,0,-0.549239506987338,1.35155665132816,0.01352434232831,1
9532,0,-3.06472507668138,2.2977821005382,0.0137539067077363,1
8827,0,-1.19674132405641,4.59444590678809,0.0141012719795818,1
7044,0,-1.21225860277572,0.779736996368426,0.0143840472503615,1
9209,0,1.42933275136443,0.720156990646917,0.0148533597908951,1
6682,0,0.177569738141263,1.23639022904306,0.0156814885697546,1
7323,0,-2.70881536236377,2.92662475986089,0.0158599582500756,1
621,0,2.24977750187479,2.272778863069,0.0161212319131942,1
485,1,1.04229776587036,1.831847964368,0.0164985004812479,1
9491,0,-0.601889043295866,1.67252365348647,0.0168161750290188,1
8992,0,-0.85790834684385,2.3603967328884,0.0171280314390205,1
2233,0,-1.11676069693607,3.49799447019385,0.017136421712862,1
7682,1,0.21755715020963,6.0601805855045,0.0173200643471064,1
370,1,-1.84396399562406,1.82657177887641,0.0175119182961564,1
7735,1,-0.023542308903883,11.6190336562468,0.0177511503701098,0
9197,0,0.258358734064725,1.78188866687935,0.0181062764009326,1
8580,0,-1.661942451682,3.42936156080769,0.0181192435945074,1
8509,0,1.309973434104,1.90761066323299,0.0182184651391856,1
9029,0,1.86834149937882,1.48919805528248,0.0183443681129979,1
6665,0,0.581456576645818,5.17644962061802,0.0184996360188964,1
5469,0,-0.924881027472696,2.69379654395632,0.0185923790559173,1
9539,0,0.514811917670342,5.40918822561179,0.0186420167155501,1
6163,0,0.422340512918979,2.66581411123325,0.018893574597314,1
5648,0,1.85633891085612,16.3720647459912,0.0191634707152843,1
9261,0,1.14157185977269,4.15525844134996,0.0195014042158922,1
9634,0,-2.72440375217173,2.71383533484131,0.0195041771731406,1
3856,0,-1.2698013020742,1.40146918429608,0.0195620147341795,1
8196,0,0.874126647218812,9.53716802550706,0.0196942444890738,1
514,0,-0.786735953459237,4.08858889768872,0.0201631882227957,1
634,0,-0.594513305393982,0.95481640075697,0.0202664942480624,1
8619,1,0.97722198807167,0.709709254923402,0.0203413454194864,1
8928,0,0.0981973743043763,4.09615547017511,0.0207405560107665,1
5782,0,-1.51311066148228,0.930499802069528,0.0207417896017432,1
9608,0,-0.455879507432464,1.21691733697888,0.02077923039436,1
287,1,0.321918695894852,5.80815468871742,0.0208631111215309,1
9572,0,0.705905866004595,5.92175438899868,0.0211663173098289,1
5619,1,-0.632238277612452,2.85239090703123,0.0213552090206073,1
647,0,1.14825081875925,5.22092348051817,0.0213845060493397,1
9025,0,0.51788276034781,5.03605188197012,0.0218971867838668,1
9912,0,0.608901571547954,3.41033499508061,0.0227841696039158,1
8222,0,-0.207864148792113,5.94553086686408,0.0230431156810902,1
9308,0,0.661739421081051,9.20143636115295,0.023086968803861,1
406,1,-0.641089974357003,2.1383391521192,0.0239582685753703,1
9867,0,-0.606980272906449,5.66685131377367,0.0241243415512145,1
9039,1,0.030944137305821,12.6893122945544,0.0244385329842433,1
9866,0,-1.4080169776008,1.11784386295751,0.0246501014049874,1
9531,0,-0.538360253105801,1.56006761459353,0.024699664209038,1
9909,0,-1.2157481377657,0.834903948587156,0.0251015103422105,1
7579,0,-0.381352461109153,3.11999795610738,0.0252694628754808,1
9226,0,-1.17643374651675,0.859388156964883,0.0254318099986348,1
8770,0,-0.542975969830382,2.82293346256056,0.0258374602223436,1
6683,1,1.65941481083974,2.75774144257217,0.0259046147194079,1
1607,0,-0.915890492082223,3.16553597218863,0.0259657622246489,1
5473,0,-0.458932968107222,4.23979405842729,0.0261619621887803,1
8200,0,0.155600519565555,4.50948878005189,0.0263223038183141,1
1105,0,1.02509333331404,8.48951094789808,0.0265003275126219,1
7246,0,0.808943282056248,5.64850384330495,0.0270477742888033,1
184,0,0.593994166449173,5.21815504509526,0.0270724259316921,1
9695,0,1.07530199956161,8.47226468781648,0.0283745619936264,1
7049,1,-0.869433386162603,5.15833182702564,0.0287149287760258,1
8444,0,2.20853479274504,3.97058099233594,0.0306713924912487,1
8366,0,-1.5866609206159,1.5893395538533,0.0312441162144144,1
937,0,-0.399160215602091,0.874140724800716,0.0313818261658435,1
9258,0,0.0225701005216763,0.277817361536148,0.0314487241422423,1
6785,0,-0.583754211980886,3.12512783690869,0.0323132732883096,1
9300,0,2.95009908752538,1.97839604904519,0.0324128340515826,1
3071,0,0.208288885116361,1.57737726759011,0.0328272027711384,0
9830,0,-0.932670662445137,3.73247718508909,0.0330615991260856,1
9246,0,0.158569606015793,1.71477885143638,0.0331228162589848,1
1042,1,0.705631530924471,2.16447213420249,0.0335825325695077,1
4649,1,0.771818731507174,1.14522392799663,0.0336729921400547,1
9454,0,-1.54187194197005,1.0598416000828,0.0338608879107339,1
1644,0,1.50317297731125,3.08700346545847,0.0339719150215387,1
9891,0,-1.49369598680732,7.21859631838908,0.03406419348903,1
6232,0,0.750697790820962,1.28093623550644,0.0343755731591955,1
9839,0,0.993369030117001,3.02767685905432,0.034404992358759,1
8841,0,1.60423370611373,3.41896773673635,0.0345466143492968,1
9465,0,-0.257058132536068,9.72894564476684,0.0348433475193293,1
9724,0,-0.225904130572431,11.490173281685,0.0351372652221471,1
2879,0,0.604447946484505,3.34441564215983,0.035177762620151,1
9385,0,0.742175623418136,1.21123674524243,0.0356327306944877,1
8756,0,-0.393495003282771,3.77267640879616,0.0356817284288506,1
7824,0,0.788706740298116,5.90893694209548,0.0357706728391349,1
7109,0,0.734899710171115,1.91374683511717,0.0362170166463164,1
6995,0,0.0850446575844593,15.9785496371591,0.0364874895772098,1
9368,0,0.230502892427346,4.02733836358837,0.036526188545256,1
3616,0,1.2581739359294,1.89767420648015,0.0366690382361412,1
1738,0,2.03545754214487,2.4766798780013,0.0368169266730547,1
383,0,-0.75773078844372,3.21702926850702,0.0370583622716367,1
1011,0,0.109795802918845,6.27762260270118,0.0371334428200498,1
8577,0,1.55890609915911,4.69397698006724,0.0371776191701581,1
6575,0,-0.3727003709676,5.58474665498404,0.037582791864225,1
5906,0,0.266073996901779,12.2839888366193,0.0376253037759902,1
8760,0,0.893947801214329,3.10186739161049,0.0378919845505656,1
